Code Article,Libelle Article,Code Descriptif Commercial,Libelle Descriptif Commecial,Ordre,Code Taches,Libelle Tache
Pr-V,Essai proctor^,D00257,Prélevement de matériau pour essai Proctor,1,TD00257-3,Saisie PV Proctor
LabOA,Essais de laboratoire°,D00258,Essais Proctor Normal ou Modifié,11,TD00258,Proctor Normal ou Modifié
LabV,Essais de laboratoire^,D00258,Essais Proctor Normal ou Modifié,11,TD00258,Proctor Normal ou Modifié
LabB,Essais de laboratoire,D00258,Essais Proctor Normal ou Modifié,11,TD00258,Proctor Normal ou Modifié
Pr-V,Essai proctor^,D00258,Essais Proctor Normal ou Modifié,2,TD00258,Proctor Normal ou Modifié
Pr-OA,Essai Proctor standard ou modifié,D00258,Essais Proctor Normal ou Modifié,2,TD00258,Proctor Normal ou Modifié
Pr,Essai proctor,D00258,Essais Proctor Normal ou Modifié,2,TD00258,Proctor Normal ou Modifié
Buse.L,Essais sur buses,D00718,Mesure des caractéristique dimensionnelle^,3,TD00718,Dimensions Buse
Pr-V,Essai proctor^,D00260,Rapport d'essai Proctor,4,TD00260,Rapport d'essai Proctor
Pr-OA,Essai Proctor standard ou modifié,D00260,Rapport d'essai Proctor,4,TD00260,Rapport d'essai Proctor
Pr,Essai proctor,D00260,Rapport d'essai Proctor,4,TD00260,Rapport d'essai Proctor
Etc-4,Essai d'adhérence sur étanchéité,D00261,Installation des supports de l'essai.,1,TD00261,Installation des pastilles.
Acier,Essais sur aciers ,D00262,Prélevement des aciers,1,T00005,P.E.R. Acier
Acier.plig,Essai de pliages des armatures de différents diamètres,D00262,Prélevement des aciers,1,T00005,P.E.R. Acier
Acier.tr,Essai de traction sur armature de différents diamètres,D00262,Prélevement des aciers,1,T00005,P.E.R. Acier
Acier,Essais sur aciers ,D00263,Contrôle de la Nuance des aciers ,2,TD00263,Nuance Acier 
Acier.tr,Essai de traction sur armature de différents diamètres,D00263,Contrôle de la Nuance des aciers ,2,TD00263,Nuance Acier 
Acier,Essais sur aciers ,D00264,Détermination de la masse linéique des aciers,4,TD00264,Masse linéique Acier
Acier,Essais sur aciers ,D00265,Essai de pliage des aciers,3,TD00265,Pliage Acier
Acier.plig,Essai de pliages des armatures de différents diamètres,D00265,Essai de pliage des aciers,3,TD00265,Pliage Acier
Acier,Essais sur aciers ,D00266,Essais de traction par diamètre,5,TD00266,TR Acier
Acier,Essais sur aciers ,D00267,Rapport d'essai aciers,6,TD00267,Rapport d'essai Acier
Acier.tr,Essai de traction sur armature de différents diamètres,D00267,Rapport d'essai aciers,6,TD00267,Rapport d'essai Acier
E.fil gabion,Essais sur fil de gabion,D00268,Prélevement de fil de gabion,1,TD00268-1,P.E.R. Fil de gabion
E.fil gabion,Essais sur fil de gabion,D00269,Essai de pliage dépliage sur fil de gabion,2,TD00269,Pliage dépliage sur fil de gabion
E.fil gabion,Essais sur fil de gabion,D00270,Essai de traction sur fil de gabion,3,TD00270,Traction sur fil de gabion
Dall.charg,Essais de chargement d'une dalle,D00271,Essai de chargement d'une dalle ( cycle de chargement /déchargement pendant 48 heures selon le mode LPC),3,TD00271,Chargement de dalle 
E.fil gabion,Essais sur fil de gabion,D00272,Rapport d'essai sur fil de gabion,5,TD00272,Rapport d'essai sur fil de gabion
Sign2. retro,Essai sur le revêtement retro réfléchissant de la signalisation verticale,D00273,Prélevement signalisation verticale,1,TD00273-1,P.E.R. Signalisation verticale
Sign2. retro,Essai sur le revêtement retro réfléchissant de la signalisation verticale,D00274,Essai sur le revêtement retro réfléchissant de la signalisation verticale,2,TD00274,Essai sur le revêtement retro réfléchissant de la signalisation verticale
Sign2. retro,Essai sur le revêtement retro réfléchissant de la signalisation verticale,D00275,Rapport d'essai sur le revêtement signalisation verticale,3,TD00275,Rapport d'essai sur le revêtement signalisation verticale
PVC,Essais sur conduites en PVC  ,D00276,Prélevement de PVC,1,TD00276-1,P.E.R. PVC
PVC,Essais sur conduites en PVC  ,D00277,Essai sur les conduites PVC  ,2,TD00277,Essai sur les conduite PVC  
PVC,Essais sur conduites en PVC  ,D00278,Rapport d'essai PVC,3,TD00278,Rapport d'essai PVC
Mort,Essais sur mortier ,D00279,Prélevement de mortier,1,TD00279-1,P.E.R. Mortier
Mort,Essais sur mortier ,D00279,Prélevement de mortier,1,TD00279-2,Saisi PV Mort_Coul
Mort,Essais sur mortier ,D00280,Essai de résistance à la compression de mortier,3,TD00280-1,RC  Mort 7j
Mort,Essais sur mortier ,D00280,Essai de résistance à la compression de mortier,3,TD00280-2,RC  Mort 28j
Mort,Essais sur mortier ,D00281,Mesure de la masse volumique apparente sèche du mortier durci ,5,TD00281-2,MV apparente sèche Mortier 28j
Mort,Essais sur mortier ,D00281,Mesure de la masse volumique apparente sèche du mortier durci ,5,TD00281-1,MV apparente sèche Mortier 7j
Rev,Essais sur revetement de sol,D00283,Prélevement revetement de sol,1,TD00283-1,P.E.R. Revetement sol
Rev,Essais sur revetement de sol,D00284,Porosité du revetement sol,2,TD00284,Porosité Rev sol
ECND,Expertise non déstructive du méttal,D00285,Intervention d'un opérateur qualifié,2,TD00285,Intervention d'un opérateur qualifié
ECNDA,Expertise non déstructive des assemblages soudés,D00285,Intervention d'un opérateur qualifié,2,TD00285,Intervention d'un opérateur qualifié
Rev,Essais sur revetement de sol,D00286,Essai de résistance à la flexion,4,TD00286,Flexion Rev sol
Rev,Essais sur revetement de sol,D00287,Rapport d'essai revetement de sol,5,TD00287,Rapport d'essai revetement de sol
Cmt.rc,Essais mécaniques sur ciment,D00288,Prélevement de Ciment,1,TD00288-1,P.E.R. Ciment
Cmt.chimic,Essais chimiques sur ciment,D00288,Prélevement de Ciment,1,TD00288-1,P.E.R. Ciment
Cmt.chimic,Essais chimiques sur ciment,D00289,Essais chimiques sur ciment,2,TD00289,Essais chimiques sur ciment
Cmt.chimic,Essais chimiques sur ciment,D00290,Rapport d'essai chimie Ciment,3,TD00290,Rapport d'essais chimiques Ciment
Bois/Allu-7,Essais et suivi des travaux des structures en bois,D00291,Prélevement et suivi des travaux ,1,TD00291-1,P.E.R. et suivi des travaux
Bois/Allu-7,Essais et suivi des travaux des structures en bois,D00292,Essais et suivi des travaux des structures en bois,2,TD00292,Essai sur structures en bois 
Bois/Allu-7,Essais et suivi des travaux des structures en bois,D00293,Rapport d'essais et suivi des travaux des structures en bois,3,TD00293,Rapport d'essais et suivi des travaux des structures en bois
Cmt.rc,Essais mécaniques sur ciment,D00294,Essais mécaniques sur ciment,2,TD00294-2,Essais mécaniques sur ciment 28j
Cmt.rc,Essais mécaniques sur ciment,D00294,Essais mécaniques sur ciment,2,TD00294-1,Essais mécaniques sur ciment 7j
Cmt.rc,Essais mécaniques sur ciment,D00295,Rapport d'essai RC ciment,3,TD00295-1,Rapport d'essai RC Cim 7j
Cmt.rc,Essais mécaniques sur ciment,D00295,Rapport d'essai RC ciment,3,TD00295-2,Rapport d'essai RC Cim 28j
Ea.Bct,Essais bacteriologiques de l'eau,D00296,Prélevement d'un échantillon d'eau,1,TD00296-1,P.E.R. Eau
Ea.N,Agrésivité des eaux souterraines,D00296,Prélevement d'un échantillon d'eau,1,TD00296-1,P.E.R. Eau
Ea.PC,Parametres physico-chimiques de l'eau,D00296,Prélevement d'un échantillon d'eau,1,TD00296-1,P.E.R. Eau
Ea.org,Parametres organoleptiques de l'eau,D00296,Prélevement d'un échantillon d'eau,1,TD00296-1,P.E.R. Eau
Ea.Bct,Essais bacteriologiques de l'eau,D00297,Dénombrement de micro-organismes revifiable à 22°C,2,TD00297,Germes revivifiables à 22°C
Ea.Bct,Essais bacteriologiques de l'eau,D00298,Dénombrement de micro-organismes revifiable à 36°C,3,TD00298,Germes revivifiables à 36°C
Ea.Bct,Essais bacteriologiques de l'eau,D00299,Clostridium sulfito-réducteur,4,TD00299,Clostridium sulfito-réducteur
Ea.Bct,Essais bacteriologiques de l'eau,D00300,Dénombrement de coliformes totaux,5,TD00300,Coliformes
Ea.Bct,Essais bacteriologiques de l'eau,D00301,Dénombrement d'Escherichia coli,6,TD00301,Escherichia coli (E.coli)
Ea.Bct,Essais bacteriologiques de l'eau,D00302,Dénombrement des entérocoques intertinaux,7,TD00302,Entérocoques intestinaux 
Ea.Bct,Essais bacteriologiques de l'eau,D00303,Rapport d'essai bacterio,8,TD00303,Rapport d'essai bacterio Eau
Etc-4,Essai d'adhérence sur étanchéité,D00304,Essai de mesure de résistance à l’arrachement de l’étanchéité,2,TD00304,Arrachement étanchéité
Elec-cable,Essais de conformité à la norme sur conducteurs et câbles électriques.,D00306,Prélevement des conducteurs et cables d'électricité,1,TD00306-1,P.E.R. Cables conducteurs d'électricité
Elec-cable,Essais de conformité à la norme sur conducteurs et câbles électriques.,D00307,Essai sur conducteurs et cables électriques,2,TD00307,Essai sur câble conducteurs d'électricité
Elec-cable,Essais de conformité à la norme sur conducteurs et câbles électriques.,D00308,Rapport  des conducteurs et cables electriques,3,TD00308,Rapport conformité conducteur et cable electrique
Flde-Rcd,Essais de conformité à la norme sur raccords,D00309,Prélevement des raccords,1,TD00309-1,P.E.R. Raccords
Flde-Rcd,Essais de conformité à la norme sur raccords,D00310,Essais de conformité à la norme sur raccords,2,TD00310,Essais de conformité à la norme sur raccords
Flde-Rcd,Essais de conformité à la norme sur raccords,D00311,Rapport d'essai raccord,3,TD00311,Rapport d'essai raccords
Flde-Rb,Essais de conformité à la norme sur robinetterie,D00312,Prélevement de robinetterie,1,TD00312-1,P.E.R. Robinetterie
Flde-Rb,Essais de conformité à la norme sur robinetterie,D00313,Essais de conformité à la norme sur robinetterie,2,TD00313,Essais de conformité à la norme sur robinetterie
Flde-Rb,Essais de conformité à la norme sur robinetterie,D00314,Rapport d'essai robinetterie,3,TD00314,Rapport d'essai robinetterie
Flde-Ty,Essais de conformité à la norme sur tuyauteries,D00315,Prélevement de toyauxterie,1,TD00315-1,P.E.R. Tuyauteries
Flde-Ty,Essais de conformité à la norme sur tuyauteries,D00316,Essais de conformité à la norme sur tuyauteries,2,TD00316,Essais de conformité à la norme sur tuyauteries
Flde-Ty,Essais de conformité à la norme sur tuyauteries,D00317,Rapport d'essai tuyaux ,3,TD00317,Rapport d'essai tuyaux 
Flde-Vn,Essais de conformité à la norme sur vannes ,D00318,Prélevement des vannes ,1,TD00318-1,P.E.R. Vannes 
Flde-Vn,Essais de conformité à la norme sur vannes ,D00319,Essais de conformité à la norme sur vannes ,2,TD00319,Essais de conformité à la norme sur vannes 
Flde-Vn,Essais de conformité à la norme sur vannes ,D00320,Rapport conformité vannes ,3,TD00320,Rapport conformité vannes 
Elec-Eqpmt,Essais de conformité aux normes des équipements électriques,D00321,Prélevement d'un échantillon des équipements électriques,1,TD00321-1,P.E.R. Equipements électriques
Elec-Eqpmt,Essais de conformité aux normes des équipements électriques,D00322,Essais de conformité aux normes des équipements électriques,2,TD00322,Essais de conformité aux normes des équipements électriques
Elec-Eqpmt,Essais de conformité aux normes des équipements électriques,D00323,Rapport conformité equip electrique ,3,TD00323,Rapport conformité equip electrique 
Sign1.micro,Essai de contrôle de la signalisation horizontale et verticale (Essai sur les microbilles),D00324,Prélevement des microbilles,1,TD00324-1,P.E.R. Microbilles de signalisation
Sign1.micro,Essai de contrôle de la signalisation horizontale et verticale (Essai sur les microbilles),D00325,Essai sur les microbilles de la signalisation horizontale et verticale,2,TD00325,Essai sur les microbilles de la signalisation horizontale et vertical
Sign1.micro,Essai de contrôle de la signalisation horizontale et verticale (Essai sur les microbilles),D00326,Rapport d'essai microbilles de signalisation,3,TD00326,Rapport d'essai sur microbilles de signalisation
Agg,Essais sur élements de maçonnerie en béton de granulats ,D00327,Essai d'absorption d'eau par capilarité sur des éléments de maconnerie en béton de granulats,4,TD00327,Abs Agglos
Pav,Essais sur pavés,D00328,Essai d'absorption d'eau par capilarité sur pavés,2,TD00328,Abs pavés
Acier.plig,Essai de pliages des armatures de différents diamètres,D00329,Rapport d'essai pliage,4,TD00329,Rapport d'essai pliage acier
Flde-pr,Essai de pression,D00330,Essais de pression,1,TD00330,Essais de pression
Agg,Essais sur élements de maçonnerie en béton de granulats ,D00332,Essai de résistance à la compression des éléments de maconnerie en béton de granulats,2,TD00332,RC Agglos
Briq,Essais sur élements de maçonnerie en terre cuite,D00333,Essai de résistance à la compression des éléments de maconnerie en terre cuite,2,TD00333,RC Brique
Sit,Essais in-situ^,D00334,Contrôle des températures sur chantier,1,TD00334,Température
Sit,Essais in-situ^,D00335,Mesure du dosage en liant du revêtement superficiel et des couches d’imprégnation,2,TD00335-2,Dosage en liant du revêtement superficiel et imprégnation
Sit,Essais in-situ^,D00336,Mesure du dosage en granulats du revêtement superficiel,3,TD00336-2,Dosage en granulats du revêtement superficielle
Sol.PC,Parametres physico-chimiques de sol contaminé,D00337,Rapport parametres phisico-chimiques du sol,16,TD00337,Rapport d'essais phisico-chimiques du sol
Sit,Essais in-situ^,D00338,Mesure du module de rigidité d'un matériau bitumineux,5,TD00338,Module de rigidité d'un matériau bitumineux
Sit,Essais in-situ^,D00339,Essais du point d'éclaire,6,T00043,Point d’éclair
Hourd,Essais sur hourdis,D00340,Essai de résistance à la compression des hourdis,2,TD00340,RC hourdis
Sit,Essais in-situ^,D00341,Essai de la hauteur au sable HSv,8,TD00341,Hauteur au sable HSv
Barrage.spéc,Essais spéciaux sur Barrage,D00343,Prélevement pour essais spéciaux,1,TD00343-1,P.E.R. Essais spéciaux sur Barrage
Barrage.spéc,Essais spéciaux sur Barrage,D00344,Essai au vérin,2,TD00344,Essai au vérin
Barrage.spéc,Essais spéciaux sur Barrage,D00345,Dispersivité par la méthode Pinhole test,3,TD00345,Dispersivité par la méthode Pinhole test
Barrage.spéc,Essais spéciaux sur Barrage,D00346,Dispersivité par la méthode double sédimentométrie,4,TD00346,Dispersivité par la méthode double sédimentométrie
RpOA,Elaboration du rapport d'étude°,D00689,Mode de réalisation de la couche d'assise des dallages ainsi que les hypothéses de calcul à prendre en compte pour le dimensionment,13,TD00689,Mode de réalisation de la couche d'assise des dallages ainsi que les hypothése de calcul a prendre en compte pour le dimensionment
RpB,Elaboration du rapport d'étude,D00689,Mode de réalisation de la couche d'assise des dallages ainsi que les hypothéses de calcul à prendre en compte pour le dimensionment,14,TD00689,Mode de réalisation de la couche d'assise des dallages ainsi que les hypothése de calcul a prendre en compte pour le dimensionment
Barrage.spéc,Essais spéciaux sur Barrage,D00347,Dispersivité par la méthode cation métallique,5,TD00347,Dispersivité par la méthode cation métallique
Barrage.spéc,Essais spéciaux sur Barrage,D00348,"Analyse minéralogique qualitative (diffraction aux rayons X)
",6,TD00348,"Analyse minéralogique qualitative (diffraction aux rayons X)
"
Barrage.spéc,Essais spéciaux sur Barrage,D00349,Analyse pétrographique sur lame mince,7,TD00349,Analyse pétrographique sur lame mince
Barrage.spéc,Essais spéciaux sur Barrage,D00350,Determination de la teneur en matières organiques,8,TD00350,Teneur MO sol.
Barrage.spéc,Essais spéciaux sur Barrage,D00351,Essai d'Abrasivité,9,TD00351,Abrasivité
Barrage.spéc,Essais spéciaux sur Barrage,D00352,Contrôle géométrique et dimensionnel des éléments de glissière et poids des glissières ,10,TD00352,Contrôle géométrique et dimensionnel des éléments de glissière et poids des glissières 
Barrage.spéc,Essais spéciaux sur Barrage,D00353,Contrôle du revêtement des glissières ,11,TD00353,Contrôle du revêtement des glissières 
Barrage.spéc,Essais spéciaux sur Barrage,D00354,Vérification de conformité et réception des appareils d’appuis.,12,TD00354,Vérification de conformité et réception des appareils d’appuis.
Barrage.spéc,Essais spéciaux sur Barrage,D00355,Perméabilité aux gaz,13,TD00355,Perméabilité aux gaz
Barrage.spéc,Essais spéciaux sur Barrage,D00356,Porosité accessible à l'eau,14,TD00356,Porosité accessible à l'eau
Barrage.spéc,Essais spéciaux sur Barrage,D00357,Rapport d'essais Speciaux,15,TD00357,Rapport d'essais Speciaux
